,Time,Data,tire id,lib ver,sensor ver,receiver ver,pressure,z-axis,x-axis,volt (V),temp (°C),frame id,crc,rssi,period(ms)
329,10-30 10:58:55:981,"[KUMHO110087A91C14246B000100E500FCAF521F556A00B1]
",87A91C14,24,1.0.7,1.0.6,0,-3.096,-0.211,2.97,27,8021,0,-79,10065
330,10-30 10:58:58:409,"[KUMHO110087A90CCF246B000200E100FBAB50A7BE6A00A9]
",87A90CCF,24,1.0.7,1.0.6,0.1,-3.568,-0.25,2.93,25,42942,0,-87,10080
331,10-30 10:58:58:649,"[KUMHO110087A90C83246B000100E000FBAF5210DF6A00AE]
",87A90C83,24,1.0.7,1.0.6,0,-3.686,-0.25,2.97,27,4319,0,-82,10241
332,10-30 10:58:59:767,"[KUMHO110087A92031246B000200E100FBAF5272B96A00A8]
",87A92031,24,1.0.7,1.0.6,0.1,-3.568,-0.25,2.97,27,29369,0,-88,10240
333,10-30 10:59:01:396,"[KUMHO110087A91B39246B0002010D00FBAF53A2A26A01A8]
",87A91B39,24,1.0.7,1.0.6,0.1,1.624,-0.25,2.97,28,41634,1,-88,10144
334,10-30 10:59:02:771,"[KUMHO110087A90C962469000200E400FCB05308B16A01A3]
",87A90C96,24,1.0.5,1.0.6,0.1,-3.214,-0.211,2.98,28,2225,1,-93,0
335,10-30 10:59:03:617,"[KUMHO110087A90C04246B000100F700FDAF52331E6A00AA]
",87A90C04,24,1.0.7,1.0.6,0,-0.972,-0.172,2.97,27,13086,0,-86,10128
336,10-30 10:59:04:544,"[KUMHO110087A90C87246B000100E400FCB05339146A00AA]
",87A90C87,24,1.0.7,1.0.6,0,-3.214,-0.211,2.98,28,14612,0,-86,10097
337,10-30 10:59:04:800,"[KUMHO110087A91CB2246B0002011C0100B04F1E406A00A9]
",87A91CB2,24,1.0.7,1.0.6,0.1,3.394,-0.055,2.98,24,7744,0,-87,10209
338,10-30 10:59:04:848,"[KUMHO110087A90D9A246B0001010B00FCB0521F076A00AC]
",87A90D9A,24,1.0.7,1.0.6,0,1.388,-0.211,2.98,27,7943,0,-84,10018
339,10-30 10:59:05:215,"[KUMHO110087A91543246B000100E900FBB052BFCB6A00AB]
",87A91543,24,1.0.7,1.0.6,0,-2.624,-0.25,2.98,27,49099,0,-85,10336
340,10-30 10:59:05:805,"[KUMHO110087A90D98246B0001010D00FD9F521BC16A00A3]
",87A90D98,24,1.0.7,1.0.6,0,1.624,-0.172,2.81,27,7105,0,-93,10128
341,10-30 10:59:06:046,"[KUMHO110087A91C14246B000100E500FCAF511F566A00B1]
",87A91C14,24,1.0.7,1.0.6,0,-3.096,-0.211,2.97,26,8022,0,-79,10065
342,10-30 10:59:08:505,"[KUMHO110087A90CCF246B000200E100FBAB50A7BF6A00AC]
",87A90CCF,24,1.0.7,1.0.6,0.1,-3.568,-0.25,2.93,25,42943,0,-84,10096
343,10-30 10:59:08:874,"[KUMHO110087A90C83246B000100E000FBAF5210E06A00AE]
",87A90C83,24,1.0.7,1.0.6,0,-3.686,-0.25,2.97,27,4320,0,-82,10225
344,10-30 10:59:10:008,"[KUMHO110087A92031246B000100E100FBAF5372BA6A00AA]
",87A92031,24,1.0.7,1.0.6,0,-3.568,-0.25,2.97,28,29370,0,-86,10240
345,10-30 10:59:11:478,"[KUMHO110087A90C9C246B000200E500FBB05249A26A00A5]
",87A90C9C,24,1.0.7,1.0.6,0.1,-3.096,-0.25,2.98,27,18850,0,-91,20130
346,10-30 10:59:11:541,"[KUMHO110087A91B39246B0002010D00FBAF53B6B76A00A8]
",87A91B39,24,1.0.7,1.0.6,0.1,1.624,-0.25,2.97,28,46775,0,-88,10144
347,10-30 10:59:13:043,"[KUMHO110087A90C9E246B000200E300FBB05208B26A00A3]
",87A90C9E,24,1.0.7,1.0.6,0.1,-3.332,-0.25,2.98,27,2226,0,-93,20546
348,10-30 10:59:13:747,"[KUMHO110087A90C04246B000100F700FDB052331F6A00AA]
",87A90C04,24,1.0.7,1.0.6,0,-0.972,-0.172,2.98,27,13087,0,-86,10129
349,10-30 10:59:14:657,"[KUMHO110087A90C87246B000100E400FCB05339156A00A9]
",87A90C87,24,1.0.7,1.0.6,0,-3.214,-0.211,2.98,28,14613,0,-87,10113
350,10-30 10:59:14:865,"[KUMHO110087A90D9A246B0001010B00FBB0521F086A00AB]
",87A90D9A,24,1.0.7,1.0.6,0,1.388,-0.25,2.98,27,7944,0,-85,10017
351,10-30 10:59:15:024,"[KUMHO110087A91CB2246B0002011B0100B04F1E416A00A6]
",87A91CB2,24,1.0.7,1.0.6,0.1,3.276,-0.055,2.98,24,7745,0,-90,10224
352,10-30 10:59:15:552,"[KUMHO110087A91543246B000100E900FBAF52BFCC6A00A9]
",87A91543,24,1.0.7,1.0.6,0,-2.624,-0.25,2.97,27,49100,0,-87,10337
353,10-30 10:59:15:919,"[KUMHO110087A90D98246B0001010D00FD9F521BC26A00A7]
",87A90D98,24,1.0.7,1.0.6,0,1.624,-0.172,2.81,27,7106,0,-89,10114
354,10-30 10:59:16:095,"[KUMHO110087A91C14246B000100E500FDAF511F576A00B0]
",87A91C14,24,1.0.7,1.0.6,0,-3.096,-0.172,2.97,26,8023,0,-80,10049
355,10-30 10:59:18:588,"[KUMHO110087A90CCF246B000100E100FBAB50A7C06A00AC]
",87A90CCF,24,1.0.7,1.0.6,0,-3.568,-0.25,2.93,25,42944,0,-84,10082
356,10-30 10:59:19:099,"[KUMHO110087A90C83246B000100E000FBAF5210E16A00AE]
",87A90C83,24,1.0.7,1.0.6,0,-3.686,-0.25,2.97,27,4321,0,-82,10224
357,10-30 10:59:20:249,"[KUMHO110087A92031246B000100E100FBAF5272BB6A00AA]
",87A92031,24,1.0.7,1.0.6,0,-3.568,-0.25,2.97,27,29371,0,-86,10240
358,10-30 10:59:21:527,"[KUMHO110087A90C9C246B000200E500FCB05349A36A00A8]
",87A90C9C,24,1.0.7,1.0.6,0.1,-3.096,-0.211,2.98,28,18851,0,-88,10049
359,10-30 10:59:21:687,"[KUMHO110087A91B39246B0002010E00FBAF52B6B86A00A8]
",87A91B39,24,1.0.7,1.0.6,0.1,1.742,-0.25,2.97,27,46776,0,-88,10146
360,10-30 10:59:23:332,"[KUMHO110087A90C9E246B000200E400FCB05208B36A009F]
",87A90C9E,24,1.0.7,1.0.6,0.1,-3.214,-0.211,2.98,27,2227,0,-97,10288
361,10-30 10:59:23:876,"[KUMHO110087A90C04246B000100F700FDB05233206A00AA]
",87A90C04,24,1.0.7,1.0.6,0,-0.972,-0.172,2.98,27,13088,0,-86,10129
362,10-30 10:59:24:755,"[KUMHO110087A90C87246B000100E400FCB05339166A00A9]
",87A90C87,24,1.0.7,1.0.6,0,-3.214,-0.211,2.98,28,14614,0,-87,10097
363,10-30 10:59:24:882,"[KUMHO110087A90D9A246B0001010B00FCB0521F096A00A9]
",87A90D9A,24,1.0.7,1.0.6,0,1.388,-0.211,2.98,27,7945,0,-87,10017
364,10-30 10:59:25:234,"[KUMHO110087A91CB2246B0002011B0101B04F1E426A00A7]
",87A91CB2,24,1.0.7,1.0.6,0.1,3.276,-0.016,2.98,24,7746,0,-89,10209
365,10-30 10:59:25:889,"[KUMHO110087A91543246B000100E900FBAF52BFCD6A00A8]
",87A91543,24,1.0.7,1.0.6,0,-2.624,-0.25,2.97,27,49101,0,-88,10336
366,10-30 10:59:26:033,"[KUMHO110087A90D98246B0001010D00FD9F521BC36A00A7]
",87A90D98,24,1.0.7,1.0.6,0,1.624,-0.172,2.81,27,7107,0,-89,10113
367,10-30 10:59:26:161,"[KUMHO110087A91C14246B000100E400FCAF511F586A00B0]
",87A91C14,24,1.0.7,1.0.6,0,-3.214,-0.211,2.97,26,8024,0,-80,10065
368,10-30 10:59:28:669,"[KUMHO110087A90CCF246B000200E000FBAB50A7C16A00AB]
",87A90CCF,24,1.0.7,1.0.6,0.1,-3.686,-0.25,2.93,25,42945,0,-85,10080
369,10-30 10:59:29:324,"[KUMHO110087A90C83246B000100E000FBAF5210E26A00AE]
",87A90C83,24,1.0.7,1.0.6,0,-3.686,-0.25,2.97,27,4322,0,-82,10224
370,10-30 10:59:30:490,"[KUMHO110087A92031246B000100E100FBAF5372BC6A00AA]
",87A92031,24,1.0.7,1.0.6,0,-3.568,-0.25,2.97,28,29372,0,-86,10240
371,10-30 10:59:31:592,"[KUMHO110087A90C9C246B000200E500FCB05249A46A00A8]
",87A90C9C,24,1.0.7,1.0.6,0.1,-3.096,-0.211,2.98,27,18852,0,-88,10064
372,10-30 10:59:31:832,"[KUMHO110087A91B39246B0002010E00FBAF53B6B96A00A8]
",87A91B39,24,1.0.7,1.0.6,0.1,1.742,-0.25,2.97,28,46777,0,-88,10144
373,10-30 10:59:33:605,"[KUMHO110087A90C9E246B000200E400FCB05208B46A00A3]
",87A90C9E,24,1.0.7,1.0.6,0.1,-3.214,-0.211,2.98,27,2228,0,-93,10273
374,10-30 10:59:34:005,"[KUMHO110087A90C04246B000100F700FDB05233216A00AA]
",87A90C04,24,1.0.7,1.0.6,0,-0.972,-0.172,2.98,27,13089,0,-86,10128
375,10-30 10:59:34:868,"[KUMHO110087A90C87246B000100E400FDB05339176A00A9]
",87A90C87,24,1.0.7,1.0.6,0,-3.214,-0.172,2.98,28,14615,0,-87,10113
376,10-30 10:59:34:916,"[KUMHO110087A90D9A246B0001010B00FCB0521F0A6A00AC]
",87A90D9A,24,1.0.7,1.0.6,0,1.388,-0.211,2.98,27,7946,0,-84,10033
377,10-30 10:59:35:458,"[KUMHO110087A91CB2246B0002011B0100B04F1E436A00A6]
",87A91CB2,24,1.0.7,1.0.6,0.1,3.276,-0.055,2.98,24,7747,0,-90,10224
378,10-30 10:59:36:162,"[KUMHO110087A90D98246B0001010D00FD9F521BC46A00A6]
",87A90D98,24,1.0.7,1.0.6,0,1.624,-0.172,2.81,27,7108,0,-90,10129
379,10-30 10:59:36:225,"[KUMHO110087A91C14246B000100E500FCAF521F596A00B0]
",87A91C14,24,1.0.7,1.0.6,0,-3.096,-0.211,2.97,27,8025,0,-80,10064
380,10-30 10:59:38:750,"[KUMHO110087A90CCF246B000200E100FBAB50A7C26A00AC]
",87A90CCF,24,1.0.7,1.0.6,0.1,-3.568,-0.25,2.93,25,42946,0,-84,10081
381,10-30 10:59:39:564,"[KUMHO110087A90C83246B000100E000FAAF5210E36A00AE]
",87A90C83,24,1.0.7,1.0.6,0,-3.686,-0.289,2.97,27,4323,0,-82,10240
382,10-30 10:59:40:731,"[KUMHO110087A92031246B000100E100FAAF5372BD6A00AB]
",87A92031,24,1.0.7,1.0.6,0,-3.568,-0.289,2.97,28,29373,0,-85,10240
383,10-30 10:59:41:659,"[KUMHO110087A90C9C246B000200E500FBB05249A56A00A6]
",87A90C9C,24,1.0.7,1.0.6,0.1,-3.096,-0.25,2.98,27,18853,0,-90,10066
384,10-30 10:59:41:978,"[KUMHO110087A91B39246B0002010E00FBAF53B6BA6A00A9]
",87A91B39,24,1.0.7,1.0.6,0.1,1.742,-0.25,2.97,28,46778,0,-87,10146
385,10-30 10:59:43:879,"[KUMHO110087A90C9E246B000200E300FDB05308B56A00A0]
",87A90C9E,24,1.0.7,1.0.6,0.1,-3.332,-0.172,2.98,28,2229,0,-96,10274
386,10-30 10:59:44:149,"[KUMHO110087A90C04246B000100F700FDB05233226A00AA]
",87A90C04,24,1.0.7,1.0.6,0,-0.972,-0.172,2.98,27,13090,0,-86,10144
387,10-30 10:59:44:934,"[KUMHO110087A90D9A246B0001010A00FBB0521F0B6A00AC]
",87A90D9A,24,1.0.7,1.0.6,0,1.27,-0.25,2.98,27,7947,0,-84,10018
388,10-30 10:59:44:983,"[KUMHO110087A90C87246B000100E400FDB05339186A00AA]
",87A90C87,24,1.0.7,1.0.6,0,-3.214,-0.172,2.98,28,14616,0,-86,10115
389,10-30 10:59:45:668,"[KUMHO110087A91CB2246B0002011B0100B04F1E446A00A7]
",87A91CB2,24,1.0.7,1.0.6,0.1,3.276,-0.055,2.98,24,7748,0,-89,10210
390,10-30 10:59:46:276,"[KUMHO110087A91C14246B000100E500FCAF511F5A6A00B1]
",87A91C14,24,1.0.7,1.0.6,0,-3.096,-0.211,2.97,26,8026,0,-79,10050
391,10-30 10:59:46:563,"[KUMHO110087A91543246B000100EA00FBB052BFCF6A00A9]
",87A91543,24,1.0.7,1.0.6,0,-2.506,-0.25,2.98,27,49103,0,-87,20674
392,10-30 10:59:48:832,"[KUMHO110087A90CCF246B000200E100FBAB50A7C36A00AC]
",87A90CCF,24,1.0.7,1.0.6,0.1,-3.568,-0.25,2.93,25,42947,0,-84,10082
393,10-30 10:59:49:790,"[KUMHO110087A90C83246B000100E000FAAF5210E46A00AE]
",87A90C83,24,1.0.7,1.0.6,0,-3.686,-0.289,2.97,27,4324,0,-82,10226
394,10-30 10:59:50:957,"[KUMHO110087A92031246B000100E100FBAF5372BE6A00AA]
",87A92031,24,1.0.7,1.0.6,0,-3.568,-0.25,2.97,28,29374,0,-86,10226
395,10-30 10:59:51:723,"[KUMHO110087A90C9C246B000100E500FBB05349A66A00A6]
",87A90C9C,24,1.0.7,1.0.6,0,-3.096,-0.25,2.98,28,18854,0,-90,10064
396,10-30 10:59:52:123,"[KUMHO110087A91B39246B0002010D00FBAF53B6BB6A00A9]
",87A91B39,24,1.0.7,1.0.6,0.1,1.624,-0.25,2.97,28,46779,0,-87,10144
397,10-30 10:59:54:152,"[KUMHO110087A90C9E246B000200E400FCB05308B66A00A1]
",87A90C9E,24,1.0.7,1.0.6,0.1,-3.214,-0.211,2.98,28,2230,0,-95,10273
398,10-30 10:59:54:278,"[KUMHO110087A90C04246B000100F700FDAF5233236A00AA]
",87A90C04,24,1.0.7,1.0.6,0,-0.972,-0.172,2.97,27,13091,0,-86,10128
399,10-30 10:59:54:951,"[KUMHO110087A90D9A246B0001010B00FBAF521F0C6A00AC]
",87A90D9A,24,1.0.7,1.0.6,0,1.388,-0.25,2.97,27,7948,0,-84,10016
400,10-30 10:59:55:079,"[KUMHO110087A90C87246B000200E500FCB05339196A00AB]
",87A90C87,24,1.0.7,1.0.6,0.1,-3.096,-0.211,2.98,28,14617,0,-85,10095
401,10-30 10:59:55:893,"[KUMHO110087A91CB2246B0002011C0100B04F1E456A00A8]
",87A91CB2,24,1.0.7,1.0.6,0.1,3.394,-0.055,2.98,24,7749,0,-88,10225
402,10-30 10:59:56:340,"[KUMHO110087A91C14246B000100E500FCAF511F5B6A00B1]
",87A91C14,24,1.0.7,1.0.6,0,-3.096,-0.211,2.97,26,8027,0,-79,10064
403,10-30 10:59:56:388,"[KUMHO110087A90D98246B0001010D00FD9F521BC66A00A6]
",87A90D98,24,1.0.7,1.0.6,0,1.624,-0.172,2.81,27,7110,0,-90,20226
404,10-30 10:59:56:900,"[KUMHO110087A91543246B000100E900FBAF52BFD06A00A9]
",87A91543,24,1.0.7,1.0.6,0,-2.624,-0.25,2.97,27,49104,0,-87,10336
405,10-30 10:59:55:737,"[KUMHO110087A90CCF246B000200E000FBAB50A7C46A00AA]
",87A90CCF,24,1.0.7,1.0.6,0.1,-3.686,-0.25,2.93,25,42948,0,-86,6905
406,10-30 10:59:56:824,"[KUMHO110087A90C83246B000100E000FBAF5210E56A00AE]
",87A90C83,24,1.0.7,1.0.6,0,-3.686,-0.25,2.97,27,4325,0,-82,7034
407,10-30 10:59:58:006,"[KUMHO110087A92031246B000100E100FAAF5372BF6A00AC]
",87A92031,24,1.0.7,1.0.6,0,-3.568,-0.289,2.97,28,29375,0,-84,7049
408,10-30 10:59:58:582,"[KUMHO110087A90C9C246B000100E400FBB05349A76A00A4]
",87A90C9C,24,1.0.7,1.0.6,0,-3.214,-0.25,2.98,28,18855,0,-92,6858
409,10-30 10:59:59:077,"[KUMHO110087A91B39246B0002010E00FBAF53B6BC6A00A8]
",87A91B39,24,1.0.7,1.0.6,0.1,1.742,-0.25,2.97,28,46780,0,-88,6953
410,10-30 11:00:01:217,"[KUMHO110087A90C04246B000100F700FDAF5233246A00AB]
",87A90C04,24,1.0.7,1.0.6,0,-0.972,-0.172,2.97,27,13092,0,-85,6938
411,10-30 11:00:01:245,"[KUMHO110087A90C9E246B000200E400FCB05208B76A009D]
",87A90C9E,24,1.0.7,1.0.6,0.1,-3.214,-0.211,2.98,27,2231,0,-99,7092
412,10-30 11:00:01:793,"[KUMHO110087A90D9A246B0001010B00FCB0521F0D6A00AC]
",87A90D9A,24,1.0.7,1.0.6,0,1.388,-0.211,2.98,27,7949,0,-84,6841
413,10-30 11:00:01:984,"[KUMHO110087A90C87246B000100E400FCB053391A6A00AA]
",87A90C87,24,1.0.7,1.0.6,0,-3.214,-0.211,2.98,28,14618,0,-86,6905
414,10-30 11:00:02:911,"[KUMHO110087A91CB2246B0002011C0100B04F1E466A00A8]
",87A91CB2,24,1.0.7,1.0.6,0.1,3.394,-0.055,2.98,24,7750,0,-88,7017
415,10-30 11:00:03:199,"[KUMHO110087A91C14246B000100E400FCAF521F5C6A00B0]
",87A91C14,24,1.0.7,1.0.6,0,-3.214,-0.211,2.97,27,8028,0,-80,6858
416,10-30 11:00:03:311,"[KUMHO110087A90D98246B0001010D00FC9F521BC76A00A6]
",87A90D98,24,1.0.7,1.0.6,0,1.624,-0.211,2.81,27,7111,0,-90,6922
417,10-30 11:00:04:061,"[KUMHO110087A91543246B000100E900FBB052BFD16A00A9]
",87A91543,24,1.0.7,1.0.6,0,-2.624,-0.25,2.98,27,49105,0,-87,7160
418,10-30 11:00:05:818,"[KUMHO110087A90CCF246B000200E100FBAB50A7C56A00AB]
",87A90CCF,24,1.0.7,1.0.6,0.1,-3.568,-0.25,2.93,25,42949,0,-85,10081
419,10-30 11:00:07:049,"[KUMHO110087A90C83246B000100E000FAAF5210E66A00AE]
",87A90C83,24,1.0.7,1.0.6,0,-3.686,-0.289,2.97,27,4326,0,-82,10224
420,10-30 11:00:08:247,"[KUMHO110087A92031246B000100E000FBAF5372C06A00A9]
",87A92031,24,1.0.7,1.0.6,0,-3.686,-0.25,2.97,28,29376,0,-87,10240
421,10-30 11:00:08:647,"[KUMHO110087A90C9C246B000200E500FCB05249A86A00A4]
",87A90C9C,24,1.0.7,1.0.6,0.1,-3.096,-0.211,2.98,27,18856,0,-92,10065
422,10-30 11:00:09:222,"[KUMHO110087A91B39246B0002010E00FBAF53B6BD6A00A6]
",87A91B39,24,1.0.7,1.0.6,0.1,1.742,-0.25,2.97,28,46781,0,-90,10144
423,10-30 11:00:11:346,"[KUMHO110087A90C04246B000100F700FEB05233256A00A9]
",87A90C04,24,1.0.7,1.0.6,0,-0.972,-0.133,2.98,27,13093,0,-87,10129
424,10-30 11:00:11:522,"[KUMHO110087A90C9E246B000200E400FCB05308B86A009F]
",87A90C9E,24,1.0.7,1.0.6,0.1,-3.214,-0.211,2.98,28,2232,0,-97,10277
425,10-30 11:00:11:810,"[KUMHO110087A90D9A246B0001010B00FCB0521F0E6A00AC]
",87A90D9A,24,1.0.7,1.0.6,0,1.388,-0.211,2.98,27,7950,0,-84,10017
426,10-30 11:00:12:098,"[KUMHO110087A90C87246B000200E400FCB053391B6A00AA]
",87A90C87,24,1.0.7,1.0.6,0.1,-3.214,-0.211,2.98,28,14619,0,-86,10113
427,10-30 11:00:13:136,"[KUMHO110087A91CB2246B0002011B0100B04F1E476A00A9]
",87A91CB2,24,1.0.7,1.0.6,0.1,3.276,-0.055,2.98,24,7751,0,-87,10224
428,10-30 11:00:13:264,"[KUMHO110087A91C14246B000100E500FCAF511F5D6A00B1]
",87A91C14,24,1.0.7,1.0.6,0,-3.096,-0.211,2.97,26,8029,0,-79,10065
429,10-30 11:00:13:441,"[KUMHO110087A90D98246B0001010D00FD9F521BC86A00A7]
",87A90D98,24,1.0.7,1.0.6,0,1.624,-0.172,2.81,27,7112,0,-89,10129
430,10-30 11:00:14:398,"[KUMHO110087A91543246B000100E900FCB052BFD26A00AA]
",87A91543,24,1.0.7,1.0.6,0,-2.624,-0.211,2.98,27,49106,0,-86,10337
431,10-30 11:00:15:900,"[KUMHO110087A90CCF246B000200E100FBAB50A7C66A00AC]
",87A90CCF,24,1.0.7,1.0.6,0.1,-3.568,-0.25,2.93,25,42950,0,-84,10081
432,10-30 11:00:17:290,"[KUMHO110087A90C83246B000100E000FAAF5210E76A00AE]
",87A90C83,24,1.0.7,1.0.6,0,-3.686,-0.289,2.97,27,4327,0,-82,10240
433,10-30 11:00:18:488,"[KUMHO110087A92031246B000100E100FBAF5372C16A00A7]
",87A92031,24,1.0.7,1.0.6,0,-3.568,-0.25,2.97,28,29377,0,-89,10240
434,10-30 11:00:18:712,"[KUMHO110087A90C9C246B000200E500FCB05249A96A009C]
",87A90C9C,24,1.0.7,1.0.6,0.1,-3.096,-0.211,2.98,27,18857,0,-100,10065
435,10-30 11:00:19:366,"[KUMHO110087A91B39246B0002010D00FCAF53B6BE6A00A7]
",87A91B39,24,1.0.7,1.0.6,0.1,1.624,-0.211,2.97,28,46782,0,-89,10144
436,10-30 11:00:21:460,"[KUMHO110087A90C04246B000100F800FEAF5233266A00A9]
",87A90C04,24,1.0.7,1.0.6,0,-0.854,-0.133,2.97,27,13094,0,-87,10113
437,10-30 11:00:21:795,"[KUMHO110087A90C9E246B000200E300FCB05208B96A009F]
",87A90C9E,24,1.0.7,1.0.6,0.1,-3.332,-0.211,2.98,27,2233,0,-97,10272
438,10-30 11:00:21:827,"[KUMHO110087A90D9A246B0001010A00FCB0521F0F6A00AB]
",87A90D9A,24,1.0.7,1.0.6,0,1.27,-0.211,2.98,27,7951,0,-85,10017
439,10-30 11:00:22:210,"[KUMHO110087A90C87246B000100E400FDB053391C6A00AB]
",87A90C87,24,1.0.7,1.0.6,0,-3.214,-0.172,2.98,28,14620,0,-85,10112
440,10-30 11:00:23:328,"[KUMHO110087A91C14246B000100E400FCAF511F5E6A00B0]
",87A91C14,24,1.0.7,1.0.6,0,-3.214,-0.211,2.97,26,8030,0,-80,10063
441,10-30 11:00:23:552,"[KUMHO110087A90D98246B0001010D00FD9F521BC96A00A3]
",87A90D98,24,1.0.7,1.0.6,0,1.624,-0.172,2.81,27,7113,0,-93,10111
442,10-30 11:00:24:735,"[KUMHO110087A91543246B000100E900FBAF52BFD36A00A9]
",87A91543,24,1.0.7,1.0.6,0,-2.624,-0.25,2.97,27,49107,0,-87,10336
443,10-30 11:00:25:981,"[KUMHO110087A90CCF246B000200E100FBAB51A7C76A00AA]
",87A90CCF,24,1.0.7,1.0.6,0.1,-3.568,-0.25,2.93,26,42951,0,-86,10081
444,10-30 11:00:27:515,"[KUMHO110087A90C83246B000100E000FBAF5210E86A00AE]
",87A90C83,24,1.0.7,1.0.6,0,-3.686,-0.25,2.97,27,4328,0,-82,10225
445,10-30 11:00:28:729,"[KUMHO110087A92031246B000100E100FBAF5372C26A00AB]
",87A92031,24,1.0.7,1.0.6,0,-3.568,-0.25,2.97,28,29378,0,-85,10241
446,10-30 11:00:28:777,"[KUMHO110087A90C9C246B000200E500FBB05349AA6A00A6]
",87A90C9C,24,1.0.7,1.0.6,0.1,-3.096,-0.25,2.98,28,18858,0,-90,10065
447,10-30 11:00:29:512,"[KUMHO110087A91B39246B0002010E00FBAF53B6BF6A00A9]
",87A91B39,24,1.0.7,1.0.6,0.1,1.742,-0.25,2.97,28,46783,0,-87,10145
448,10-30 11:00:31:589,"[KUMHO110087A90C04246B000100F700FDB05233276A00A9]
",87A90C04,24,1.0.7,1.0.6,0,-0.972,-0.172,2.98,27,13095,0,-87,10129
449,10-30 11:00:31:860,"[KUMHO110087A90D9A246B0001010B00FCB0521F106A00AB]
",87A90D9A,24,1.0.7,1.0.6,0,1.388,-0.211,2.98,27,7952,0,-85,10033
450,10-30 11:00:32:069,"[KUMHO110087A90C9E246B000200E300FCB05308BA6A009D]
",87A90C9E,24,1.0.7,1.0.6,0.1,-3.332,-0.211,2.98,28,2234,0,-99,10274
451,10-30 11:00:32:308,"[KUMHO110087A90C87246B000200E400FDB053391D6A00AC]
",87A90C87,24,1.0.7,1.0.6,0.1,-3.214,-0.172,2.98,28,14621,0,-84,10097
452,10-30 11:00:33:378,"[KUMHO110087A91C14246B000100E400FCAF511F5F6A00B0]
",87A91C14,24,1.0.7,1.0.6,0,-3.214,-0.211,2.97,26,8031,0,-80,10049
453,10-30 11:00:33:570,"[KUMHO110087A91CB2246B0002011C0100B04F1E496A00A7]
",87A91CB2,24,1.0.7,1.0.6,0.1,3.394,-0.055,2.98,24,7753,0,-89,20434
454,10-30 11:00:33:666,"[KUMHO110087A90D98246B0001010D00FD9F521BCA6A00A1]
",87A90D98,24,1.0.7,1.0.6,0,1.624,-0.172,2.81,27,7114,0,-95,10113
455,10-30 11:00:35:072,"[KUMHO110087A91543246B000100E900FBB052BFD46A00A8]
",87A91543,24,1.0.7,1.0.6,0,-2.624,-0.25,2.98,27,49108,0,-88,10336
456,10-30 11:00:36:063,"[KUMHO110087A90CCF246B000200E000FBAB51A7C86A00AC]
",87A90CCF,24,1.0.7,1.0.6,0.1,-3.686,-0.25,2.93,26,42952,0,-84,10081
457,10-30 11:00:37:739,"[KUMHO110087A90C83246B000100E000FBAF5210E96A00AF]
",87A90C83,24,1.0.7,1.0.6,0,-3.686,-0.25,2.97,27,4329,0,-81,10224
458,10-30 11:00:38:841,"[KUMHO110087A90C9C246B000200E500FBB05349AB6A00A6]
",87A90C9C,24,1.0.7,1.0.6,0.1,-3.096,-0.25,2.98,28,18859,0,-90,10064
459,10-30 11:00:38:970,"[KUMHO110087A92031246B000100E100FBAF5372C36A00AB]
",87A92031,24,1.0.7,1.0.6,0,-3.568,-0.25,2.97,28,29379,0,-85,10240
460,10-30 11:00:39:656,"[KUMHO110087A91B39246B0002010E00FBAF53B6C06A00A1]
",87A91B39,24,1.0.7,1.0.6,0.1,1.742,-0.25,2.97,28,46784,0,-95,10144
461,10-30 11:00:41:718,"[KUMHO110087A90C04246B000100F700FDB05233286A00A9]
",87A90C04,24,1.0.7,1.0.6,0,-0.972,-0.172,2.98,27,13096,0,-87,10128
462,10-30 11:00:41:878,"[KUMHO110087A90D9A246B0001010A00FBB0521F116A009E]
",87A90D9A,24,1.0.7,1.0.6,0,1.27,-0.25,2.98,27,7953,0,-98,10017
463,10-30 11:00:42:341,"[KUMHO110087A90C9E246B000200E300FCB05308BB6A00A3]
",87A90C9E,24,1.0.7,1.0.6,0.1,-3.332,-0.211,2.98,28,2235,0,-93,10271
464,10-30 11:00:42:420,"[KUMHO110087A90C87246B000100E400FDB053391E6A00AB]
",87A90C87,24,1.0.7,1.0.6,0,-3.214,-0.172,2.98,28,14622,0,-85,10112
465,10-30 11:00:43:443,"[KUMHO110087A91C14246B000100E500FCAF521F606A00A2]
",87A91C14,24,1.0.7,1.0.6,0,-3.096,-0.211,2.97,27,8032,0,-94,10064
466,10-30 11:00:43:779,"[KUMHO110087A91CB2246B0002011B0100B04D1E4A6A01AB]
",87A91CB2,24,1.0.7,1.0.6,0.1,3.276,-0.055,2.98,22,7754,1,-85,10208
467,10-30 11:00:45:408,"[KUMHO110087A91543246B000100E900FBB052BFD56A009C]
",87A91543,24,1.0.7,1.0.6,0,-2.624,-0.25,2.98,27,49109,0,-100,10336
468,10-30 11:00:46:143,"[KUMHO110087A90CCF246B000200E100FBAB50A7C96A00A9]
",87A90CCF,24,1.0.7,1.0.6,0.1,-3.568,-0.25,2.93,25,42953,0,-87,10080
469,10-30 11:00:47:965,"[KUMHO110087A90C83246B000100E000FBAF5210EA6A00A2]
",87A90C83,24,1.0.7,1.0.6,0,-3.686,-0.25,2.97,27,4330,0,-94,10225
